"YEAR","MONTH","DAY","X1HR","X2HR","X3HR","X4HR","X5HR","X6HR","X7HR","X8HR","X9HR","X10HR","X11HR","X12HR","X13HR","X14HR","X15HR","X16HR","X17HR","X18HR","X19HR","X20HR","X21HR","X22HR","X23HR","X24HR"
2010,4,25,41961,39744,38701,38253,38686,39658,40694,41280,42603,44599,44891,44768,41803,43502,44283,44072,44004,43670,44265,46406,46217,45652,47495,45484
2010,4,26,41693,39155,37796,37370,37846,38416,39533,40532,42447,44347,45172,45120,42075,44336,45149,44934,45065,44823,44764,46143,45950,45421,47142,45323
2010,4,27,41646,39388,37813,37360,37843,38734,39907,41199,42602,44658,45004,44954,41738,43788,44458,44124,44028,43543,43623,45919,45834,45192,46994,45422
2010,4,28,41774,39133,37946,37466,37787,38877,40128,40647,42057,43981,44305,44339,41278,43209,44061,43980,43960,43378,43425,45301,45360,44790,46540,44746
2010,4,29,40927,38472,37147,36597,37005,37584,38365,38665,39518,41032,41403,41272,38973,39854,39917,39199,38386,37283,37658,40281,41035,41118,43444,41828
2010,4,30,38413,36046,34713,34021,34199,34666,34488,33703,33046,33606,34385,34595,33955,34342,34213,34045,33993,34056,34879,37654,38592,38494,40358,38518
2010,5,1,35255,33076,31999,31489,31935,32737,33769,34261,34701,36209,36827,37016,35843,36674,37039,36958,36852,36579,37288,39718,40380,40210,41441,39499
2010,5,2,35861,33873,32676,32335,32851,34026,36092,37442,39818,42375,43110,43267,40534,42682,43587,43356,43482,42828,42752,44814,44976,44308,45519,43415
2010,5,3,39686,37594,36555,36083,36477,37498,38854,39781,41624,43945,44444,44457,41412,43562,44597,44246,44225,43423,43131,45102,45452,44794,45899,43643
2010,5,4,39523,37256,36183,35707,36166,37142,38586,39492,41065,43152,43475,43483,40862,43032,44017,44016,43913,43192,42879,44649,44832,43991,45065,42798
2010,5,5,37819,35675,34659,34198,34639,35571,36983,37799,39329,41374,41689,41703,39098,41255,42222,42211,42109,41394,41086,42848,43032,42200,43262,41017
2010,5,6,36400,34392,33149,32743,32876,33517,34899,35594,36757,38940,39948,40203,38810,39617,39706,39248,38537,38010,38483,39793,40336,40059,41850,40254
2010,5,7,36615,34276,33017,32268,32417,32904,33129,32655,32257,33032,33844,34122,33842,34166,34225,34190,34244,34407,35061,37505,38637,38551,39613,37545
2010,5,8,34298,32242,31162,30847,31286,32394,34481,36398,39738,42641,43360,43670,41074,43395,44354,44283,44542,43673,43172,44742,45227,44434,45387,42941
2010,5,9,38754,36520,35499,35102,35253,36022,37617,39048,41583,44065,44856,45103,42369,44466,45501,45447,45579,45070,44973,46201,46067,44927,45469,43026
2010,5,10,39199,36853,35920,35377,35652,36407,38217,40072,42076,44169,44762,44880,42156,44175,45141,44948,44969,44261,43707,45001,45365,44706,45518,43147
2010,5,11,39578,37199,36212,35696,36006,36782,38430,39621,41766,44258,44745,44988,42095,44324,45160,45140,45278,44615,44139,45715,46062,45062,45809,43352
2010,5,12,39283,37198,36157,35717,36035,36803,38502,39890,42034,44157,44658,44741,41760,43871,44803,44601,44721,44247,44300,45298,45419,44529,46146,43989
2010,5,13,40076,37859,36656,36007,36190,36875,37513,37692,39072,40967,41662,41763,39349,40558,40830,40109,39182,38044,38158,40206,41280,41168,42908,41075
2010,5,14,37429,35282,34020,33318,33487,33859,33939,33360,32932,33714,34501,34830,34187,34686,34839,34595,34591,34496,35057,37459,38906,39085,40419,38363
2010,5,15,34892,32751,31656,31497,31983,33127,34910,36575,40065,42970,44189,44634,41786,44121,45127,44910,44927,44271,43669,44549,45423,44679,44941,42901
2010,5,16,39165,36997,36002,35467,35723,36598,38020,39086,41556,43916,44600,44702,41927,44102,45105,45099,45052,44279,44152,45516,45839,44960,45449,42906
2010,5,17,39157,37000,35931,35587,35793,36493,38121,39432,41710,44062,44684,45023,42155,44348,45439,45213,45242,44165,43730,45106,45574,44802,45444,42736
2010,5,18,38985,37055,35928,35304,35595,36369,38077,39277,41585,44082,44722,44988,42057,44411,45362,45629,45614,44999,44855,46010,46043,44976,45670,43135
2010,5,19,39160,36971,35829,35381,35538,36355,38160,39869,41903,44144,44930,45039,42204,44058,45011,44829,44806,44190,43926,45044,45269,44505,45587,43233
2010,5,20,39584,37334,36124,35485,35566,36131,37125,37708,39154,40992,41841,42147,39940,41224,41707,41173,40190,38878,38731,40490,41684,41338,42230,40199
2010,5,21,36942,34886,33704,33073,33050,33259,33596,33149,32973,34124,35054,35563,35296,36114,36355,36306,36258,36026,36348,38212,39688,39425,39744,37440
2010,5,22,34253,32220,31319,30951,31146,32124,34432,36956,40680,43841,44873,45281,42680,45067,45959,45823,46070,45857,45729,46064,45615,44493,45290,42881
2010,5,23,38864,36639,35621,35202,35243,35981,37652,39313,41762,44244,44772,44993,42071,44258,45185,44980,45032,44218,43754,44936,45574,44622,45169,42578
2010,5,24,38507,36476,35405,34912,35084,35760,37545,39159,41642,44134,44781,44924,42145,44471,45404,45332,45308,44294,43671,44928,45761,44913,45260,42500
2010,5,25,38857,36727,35894,35200,35305,35991,37805,39042,41650,43994,44814,45022,42306,44400,45194,44995,45002,44313,44345,45590,45836,44689,45127,42656
2010,5,26,38924,36892,35839,35184,35318,36096,37908,39430,41733,44129,44968,45296,42633,44697,45826,45561,45560,44629,44077,44911,45433,44639,45215,42450
2010,5,27,38422,36330,35217,34663,34692,35152,36166,37130,38837,41241,42061,42389,40196,41170,41346,40456,39872,39049,39309,40400,40974,40725,42506,40640
2010,5,28,37121,34869,33619,32951,32872,33114,33347,32992,32995,33902,34726,34940,34446,34992,35174,34982,34886,34964,35600,37481,38754,38704,39532,37242
2010,5,29,34355,32406,31413,30930,31316,32451,34622,36795,39891,43066,44106,44549,41897,44074,45136,44883,44918,44198,43863,45018,45629,44582,45232,42661
2010,5,30,38724,36711,35640,35019,35054,35775,37459,39013,41531,44179,45088,45486,42972,45366,46264,46047,45939,44893,43786,44436,45088,44085,44461,42040
2010,5,31,38376,36308,35260,34624,34610,34790,35594,35739,36434,38864,40183,40714,39165,40464,40982,40450,40075,39599,39630,41082,42487,41911,42420,39989
2010,6,1,36633,34656,33606,33052,33286,34019,35983,38029,41081,43869,44848,45402,42989,45130,46255,46165,46253,45573,45045,45810,46408,45120,45157,42327
2010,6,2,38763,36747,35952,35280,35055,35468,37302,39142,41975,45378,46557,47184,44814,47323,48558,48363,48378,47402,46470,46913,47139,45858,45558,42707
2010,6,3,38817,36888,35727,34883,34675,34958,36184,37447,39359,41960,43028,43588,41692,43360,43710,43087,42067,40551,40113,41458,42446,41736,41988,39443
2010,6,4,36107,34324,33157,32463,32083,32037,32555,32428,32546,33739,34898,35431,35331,35920,35966,35772,35602,35655,35949,37629,39210,39029,39332,36964
2010,6,5,34127,31828,30785,30349,30432,31184,33373,36062,40037,43669,44849,45517,43230,45859,46939,46732,46697,45652,44746,45116,45651,44579,44173,41615
2010,6,6,38217,36153,35120,34508,34362,34453,35398,36084,38189,40628,42019,42753,41115,42863,43469,43041,42567,41292,40947,42256,43522,42985,42384,40004
2010,6,7,36364,34399,33463,33006,33167,33843,35927,38284,41844,45181,46376,46825,44461,46938,47739,47553,47471,46409,45648,46421,46839,45563,45269,42473
2010,6,8,38311,36320,35374,34815,34736,35255,37103,39196,42284,45379,46388,46785,44070,46057,46898,46539,46359,45868,45605,45997,45999,44874,44713,43168
2010,6,9,38775,36783,35329,34724,34713,35287,37112,39022,41749,44759,45559,46052,43480,45954,47086,47018,47059,46152,45112,45676,46165,45046,45035,42438
2010,6,10,38786,36821,35810,34879,34727,34916,36072,36649,40380,41921,43241,43850,41405,42332,42789,42026,41140,40101,39995,40923,41380,40675,41546,39575
2010,6,11,36341,34469,33312,32488,32339,32411,32724,32543,32787,34018,35130,35628,35202,35550,35641,35493,35477,35505,35787,37416,39062,38942,39437,37252
2010,6,12,33793,31934,30944,30454,30670,31718,33988,36577,40426,43874,45084,45703,43281,45821,46976,47081,47275,46441,45509,46032,46763,45510,45306,42712
2010,6,13,38774,36775,35714,34955,34792,35292,36918,39003,42510,45865,47022,47596,45113,47541,48666,48818,48716,47530,46278,46171,46295,44247,42632,40628
2010,6,14,38815,37084,35873,34995,34711,35065,36878,38671,41548,44527,45516,45714,43031,45119,46127,46080,45901,45453,45315,45710,45785,44930,45300,42982
2010,6,15,39120,37069,35917,35273,35246,35797,37458,39021,41753,44715,45785,45968,43422,45590,46680,46458,46446,45427,44628,45018,46029,44935,44898,42217
2010,6,16,38478,36522,35438,34806,34667,35232,36858,38982,41799,44677,45782,46270,43701,46231,47394,47184,47088,45969,44841,45123,46027,44943,44348,41923
2010,6,17,38267,36256,35253,34446,34182,34400,35589,36774,38823,41566,42766,43198,41115,42679,43081,42330,41521,39853,39818,40938,42280,41598,41961,39497
2010,6,18,36117,34316,33217,32421,31989,31960,32402,32589,32978,34410,35684,36471,36401,37258,37481,37357,37197,36882,37087,38434,40016,39533,39269,36768
2010,6,19,33928,32404,31524,31287,31674,32529,34736,36520,40618,44955,46452,47498,45189,47785,49076,49023,48958,47970,46611,46723,47406,45945,45452,42628
2010,6,20,38336,36239,35388,34797,34716,35096,36867,39067,42694,46302,47545,48057,45556,47906,49126,49031,48903,47732,46599,46871,47468,46125,45524,42893
2010,6,21,38947,36856,35975,35219,35033,35220,36969,39444,42621,46138,47333,47814,45260,47611,48567,48258,48124,47025,45920,46338,46657,45554,45659,42854
2010,6,22,39059,36966,35998,35325,35228,35478,37369,39778,43174,46261,47369,47727,45492,47953,49261,49303,49337,48361,47346,47497,47977,46604,45893,43011
2010,6,23,39034,36862,35854,35167,34989,35384,37278,39518,42939,46395,47751,48601,46528,49194,50375,50081,49956,48684,47179,47065,47653,46250,45740,42860
2010,6,24,39066,37270,36162,35307,34947,35212,36255,36868,38841,41744,43378,44180,42542,43740,44160,43454,42491,41127,40774,41789,43092,42382,42261,39898
2010,6,25,36307,34367,33276,32496,32116,32033,32551,32778,33599,35082,36395,37086,36939,37718,37707,37461,37483,37240,37661,39020,40399,40019,39928,37455
2010,6,26,34383,32603,31522,30991,31143,32042,34313,37240,41800,45638,46715,47326,44893,47334,48350,48614,48657,47775,46866,46984,47169,45981,45503,42863
2010,6,27,39043,37017,36081,35399,35120,35463,37346,39376,43138,46541,47580,48181,45731,48304,49538,49422,49491,48277,47288,47493,48204,46789,46241,43347
2010,6,28,39220,37284,36040,35289,35141,35450,37285,39780,43640,47679,49195,49888,47599,50309,51310,50941,50708,49283,47730,47929,48562,47271,46567,43702
2010,6,29,39499,37272,36206,35473,35171,35490,37322,40133,43814,47570,48967,49891,48127,51010,51941,51629,51352,50304,49105,49652,49724,47977,47059,44086
2010,6,30,40130,37951,36836,36013,35460,35719,37453,39777,43989,47938,49462,50232,48101,50443,51308,51130,50901,49638,48448,48377,48502,47101,46471,43524
2010,7,1,39843,37835,36529,35533,35160,35042,36136,37440,39667,42644,43682,44307,42656,43733,43848,43139,42091,40882,40763,41777,42629,42162,42325,39880
2010,7,2,36673,34876,33635,32724,32289,32115,32633,32595,33075,34770,36233,36861,36889,37645,37825,37509,37368,37326,37688,39077,40588,39902,39843,37288
2010,7,3,34123,32212,30969,30489,30560,31459,33726,36833,41304,45941,47424,48285,45973,48600,49547,49433,49629,48443,47577,47698,48140,46813,46288,43344
2010,7,4,39393,37315,36254,35559,35368,35725,37647,39894,43337,47051,47818,48348,46033,48319,49150,48872,48877,48228,47627,47716,47583,46368,46224,43574
2010,7,5,39634,37432,36349,35709,35584,36051,37739,39694,42973,46504,47501,47899,45581,47703,48662,48463,48105,46966,45942,46345,46637,45562,45228,42440
2010,7,6,38584,36659,35662,35116,35025,35564,37294,39384,42444,45510,46121,46336,43919,46457,47377,47213,46925,46374,45929,46434,46610,45311,45401,42773
2010,7,7,39117,37157,36048,35394,35105,35447,37303,39440,42705,46111,47212,47619,45484,47965,49154,48951,48741,47866,46869,46997,47738,46424,46102,43299
2010,7,8,39741,37666,36347,35479,35063,35079,36014,37121,39558,42963,44495,45277,43559,44681,44895,44114,43128,42017,41847,42836,44152,43321,43424,40980
2010,7,9,37609,35493,34072,33335,33102,32872,33334,33722,34498,36496,38121,39045,38877,39439,39531,39243,39076,39033,39672,41069,42430,41817,41319,38665
2010,7,10,35280,33255,32154,31721,31946,32621,34982,38248,42726,46695,48139,48334,45960,47524,48182,48056,48044,47511,46621,46801,46951,45861,45984,43341
2010,7,11,39177,37101,35907,35302,35213,35592,37478,39663,43411,47372,48647,49237,47057,49483,50439,50309,50225,49385,48422,48620,48985,47743,47116,44455
2010,7,12,40532,38233,37127,36346,36325,36701,38462,40905,44804,48884,50363,51143,49248,51534,52533,52257,52013,50998,49950,50054,49863,48511,48091,45073
2010,7,13,41049,38903,37650,36876,36729,37016,39103,41442,45366,50023,51636,52393,50282,52765,53912,53566,53407,52354,51245,51263,51962,50269,49260,46240
2010,7,14,41792,39324,37920,37030,36779,36981,38846,41900,46779,51892,53388,54086,51876,54238,55263,54965,54436,53149,51593,51439,52015,50427,49319,46115
2010,7,15,41857,39544,38016,37081,36579,36450,37723,39502,42241,46057,47799,48500,47152,48169,48101,47147,45898,44356,43810,44461,45293,44386,44528,41975
2010,7,16,38628,36629,35236,34266,33722,33435,33790,34003,34554,36206,37439,37728,37604,37862,37752,37415,37348,37465,38248,39383,40162,40020,40060,38215
2010,7,17,34953,32876,31644,31089,31040,31225,32265,33290,35061,37415,39232,39920,38990,39853,40097,39927,39767,39458,39925,41200,42056,41560,41637,39571
2010,7,18,36359,34025,33011,32444,32140,33405,35470,38108,41774,44941,46241,46625,44433,47234,47215,47095,46997,46410,46141,46348,46296,44933,46134,43153
2010,7,19,39266,37121,35953,35208,35083,35485,37149,39233,42415,45188,46283,46456,43670,45481,45903,45450,45806,45134,44701,45228,45560,44889,44859,42309
2010,7,20,38470,36378,35176,34401,34338,34743,36364,38689,42355,45500,46703,47025,44116,45791,46096,45788,46344,45581,45210,45368,45315,44266,44528,42162
2010,7,21,38435,36270,35325,34391,34236,34811,36471,38309,41959,45628,46898,47547,44760,46624,46908,46771,47317,46929,45542,46065,46789,45441,45083,42494
2010,7,22,38793,36760,35551,34610,34426,34526,35459,36668,38886,42251,43824,44570,42940,44239,44483,43641,42697,41126,40540,41511,42893,41882,41938,39779
2010,7,23,36080,34138,32887,31854,31527,31403,31792,32079,33017,34739,36092,36766,36310,37204,37538,37317,36837,37067,37493,39185,40194,39542,39072,36537
2010,7,24,33825,31977,30878,30279,30410,31141,33224,36333,41383,45104,47318,48130,45387,47208,47370,46863,47206,46416,45627,46079,46260,44794,44303,41720
2010,7,25,38148,35950,34824,34002,33715,34088,35763,37774,41927,46594,48424,49225,46274,48073,48518,48077,48439,47472,46915,47607,47692,46049,45368,42563
2010,7,26,38558,36495,35376,34478,34456,34790,36635,38853,42776,46491,47718,48163,45203,46504,46826,46564,46964,46122,45576,46214,46368,45273,45370,42577
2010,7,27,38975,36657,35566,34650,34534,34843,36482,38575,42438,46391,48077,48852,46326,48087,48352,48054,48241,47312,47084,47666,47623,45954,45832,43159
2010,7,28,39296,37208,35926,34990,34715,35246,36833,38848,42579,46557,48265,48913,46481,47861,48048,47593,47822,47112,46384,46673,46975,45602,45323,42916
2010,7,29,38931,36805,35421,34400,34035,34280,35293,36586,38635,41886,43485,44351,42985,43717,43943,43271,42496,41586,41842,43079,43980,42986,42967,40324
2010,7,30,37039,34960,33542,32452,32083,31997,32524,33136,34048,36080,37964,38908,39087,40152,40315,40123,40042,39908,40134,41811,42988,42299,41658,39037
2010,7,31,35608,33575,32211,31436,31170,31591,33267,35812,39546,43572,45394,46444,45675,47384,48135,47717,47578,47166,46049,46365,46977,45548,44780,41674
2010,8,1,37973,35512,34158,33302,32990,33185,34588,36865,40247,43905,45684,46881,46210,47802,48352,48030,47894,47386,46209,46547,47327,45701,44664,41526
2010,8,2,37929,35386,33978,33092,32839,33064,34610,37214,41056,45344,47397,48452,47455,49042,49300,49032,48884,48266,47326,47712,48541,46938,45735,42528
2010,8,3,38640,36303,34713,33747,33445,33621,35156,38069,42692,47362,49395,50547,49482,51298,51775,51612,51304,50707,49512,49816,50373,48462,47200,43935
2010,8,4,40017,37582,35916,34978,34454,34515,36284,39171,43844,48723,50924,52136,50732,52475,53056,52533,52151,51181,49792,50000,50382,48616,47348,44237
2010,8,5,40215,37820,36314,35291,34686,34711,35636,37661,41161,45399,47684,48765,47668,48534,48625,47915,46816,45644,45131,46280,47114,45842,45207,42355
2010,8,6,38806,36585,35166,34017,33540,33245,33710,34889,36729,39501,41317,42552,42853,43765,43951,43542,43340,42971,43119,44559,45705,44900,43813,40686
2010,8,7,37230,35042,33722,32803,32649,32972,34893,38500,44992,50642,53278,54659,52270,54434,54798,54475,54379,52978,51730,51929,52024,50071,48506,45169
2010,8,8,40887,38620,37285,36253,35936,35952,37849,40897,46669,52381,54915,56041,53537,55732,56169,56017,55964,54932,53403,53635,53592,51528,49991,46508
2010,8,9,41743,39150,37788,36831,36209,36401,38248,41336,47443,53295,55853,56824,54250,56456,57063,56404,56344,54757,53110,53346,53415,51453,49887,46450
2010,8,10,41979,39571,37990,37021,36682,36759,38474,41361,47492,53205,55817,56964,54300,56447,57242,56647,56720,55189,53510,53793,53683,51284,49700,46369
2010,8,11,42102,39685,38206,37062,36607,36703,38386,41235,47305,52477,54816,55796,52929,55042,55288,54915,55106,54002,52467,52664,52451,50205,48902,45854
2010,8,12,41572,39395,37906,36744,36274,36250,37235,39291,43340,47704,49777,50995,49388,50708,50963,50180,49136,47442,46716,48057,48871,47428,46575,43970
2010,8,13,40159,37876,36412,35346,34905,34589,35004,35919,37735,40530,42469,43713,43836,44850,45030,44895,44650,44223,44402,46245,47046,46128,44888,42024
2010,8,14,38363,36287,34752,33962,33667,34185,36355,40016,46527,52526,54957,56325,54319,56640,57270,56855,56680,55688,53921,54227,54050,52029,50642,47333
2010,8,15,43187,40820,39170,38116,37538,37319,38103,39701,43277,47176,49849,51166,50273,51658,51818,51233,50859,49773,49658,51439,52087,50572,48908,45866
2010,8,16,41554,39258,37744,36899,36664,36996,38887,42278,48945,54761,57580,58994,56412,58443,58399,57665,57971,56523,55104,56010,55406,53062,51452,47936
2010,8,17,43377,40941,39408,38401,37996,38155,39766,42834,48331,53695,55728,56531,53793,55994,56397,55950,56113,54636,53204,53571,53050,50517,49066,45988
2010,8,18,42055,39788,38520,37520,37284,37421,38844,41745,46726,51344,53397,54061,51035,53022,53102,52597,52335,51242,49771,49983,49540,47541,46569,43613
2010,8,19,39946,38049,36919,36038,35686,35680,36591,37901,40634,43981,45272,46107,44165,45410,45799,45217,44166,42546,42023,43508,43590,42449,42441,40177
2010,8,20,37071,35393,34317,33555,33194,33045,33300,33760,34487,36482,38021,38752,38736,39548,39896,39802,39622,39558,40366,42630,42970,42076,41389,38856
2010,8,21,35604,33833,32817,32316,32279,33101,35435,39270,45273,50889,53230,54487,52342,54907,55813,55471,55446,54339,53036,53708,52812,50589,49224,46075
2010,8,22,41726,39487,38047,37290,37101,37524,39193,42211,47554,52500,54226,55258,52954,55480,56141,55928,55860,54672,53471,54057,52874,50505,49018,45831
2010,8,23,41852,39488,38287,37500,37173,37468,39405,42403,47534,52306,53875,55145,52788,55549,56230,55922,55770,54357,52833,53632,52602,50326,48987,45694
2010,8,24,41644,39386,38419,37356,37144,37453,39332,42514,47757,52918,54959,56013,53591,56060,56659,56089,55815,54711,53287,53711,52606,50311,48892,45767
2010,8,25,41543,39274,38082,37363,37160,37425,39052,42159,47028,52161,53931,54877,52685,55286,55853,54871,54377,53093,51794,52233,50982,48897,47889,44936
2010,8,26,41325,39171,37773,36798,36429,36535,37416,39079,42514,46481,48423,49799,48238,49805,50038,49276,47936,46457,46112,47674,47212,45734,45101,42445
2010,8,27,39023,37079,35897,34899,34431,34305,34523,35038,36167,37947,39461,40033,39911,40757,40813,40596,40514,40602,41391,43651,43742,42667,41723,39141
2010,8,28,35891,34067,32949,32363,32395,33237,35609,39177,45361,50646,52397,53256,51030,53764,54707,54601,54676,53452,52239,53154,51861,49531,47969,44827
2010,8,29,40703,38502,37234,36453,36371,36653,38548,41436,46294,50842,52426,53169,50536,52981,53821,53419,53396,52613,51904,52547,51248,48943,47612,44707
2010,8,30,40469,38482,37183,36415,36144,36646,38240,41061,45264,49488,50834,51348,48798,51567,52076,51538,51549,50389,49722,50722,49653,47721,46839,43837
2010,8,31,39672,37788,36582,35870,35643,36081,37736,40660,44998,48578,50439,50987,48739,51512,52399,52046,51855,50774,49738,50771,49713,47397,46292,43379
2010,9,1,39282,37386,36224,35438,35182,35720,37305,39719,43676,47748,49377,50216,47901,50576,51674,51314,51053,49813,48533,49834,48842,46852,45785,42946
2010,9,2,39137,37207,36040,35192,34851,35181,36135,37816,40903,44370,46059,46871,45041,46794,47149,46320,45196,43647,43288,45463,45199,43757,43128,40500
2010,9,3,36977,35184,33985,33129,32800,32834,32848,33319,34154,36197,37939,38798,38878,39689,39867,39691,39364,39264,39879,42369,42234,41073,40274,37817
2010,9,4,34641,33016,31917,31344,31478,32408,34534,38175,43723,48606,50284,51121,48444,50997,51744,51238,50971,49769,48939,49827,48380,46319,45384,42572
2010,9,5,38699,36686,35830,35278,35087,35633,37426,40003,44055,47053,47919,48377,45520,47836,48863,48752,48689,47705,47467,48227,46981,44952,44847,42446
2010,9,6,38652,36687,35866,35206,35120,35711,37370,39579,42745,45636,46635,47018,44234,46841,47912,47866,47213,46706,45911,47245,46484,45053,44873,42288
2010,9,7,38536,36632,35733,35099,35097,35692,37378,39476,42513,45732,46797,47519,44926,47397,48625,48606,48666,47470,47004,48564,47405,45609,45134,42622
2010,9,8,39028,37014,35933,35226,35368,36185,37638,39842,42897,45764,46955,47564,45089,47665,48718,48577,48663,47788,47462,48542,47492,45851,45541,43174
2010,9,9,39339,37542,36382,35473,35419,35841,36536,37721,39953,42794,43982,44387,42056,43392,43633,42965,41883,40408,40443,42421,42105,41285,42026,40119
2010,9,10,36700,35034,33988,33208,33041,33331,33556,33471,33418,34450,35357,35540,35092,35587,35610,35501,35392,35055,36452,39108,39400,38936,39595,37587
2010,9,11,34254,32575,31667,31282,31680,32848,34862,37475,40585,43517,44292,44604,41701,44091,45119,45004,45171,44810,45396,46858,45828,44737,45448,43218
2010,9,12,39257,37282,36390,35832,35978,36932,38266,40035,42013,44774,45569,45908,43144,45556,46586,46571,46625,46059,46348,47826,46583,45457,45697,43399
2010,9,13,39074,37421,36452,35783,35878,36761,38428,40174,42579,45198,45983,46377,43498,46295,47049,47017,47097,46233,46198,47760,46816,45538,45743,42999
2010,9,14,39171,37307,36393,35820,35890,36840,38292,40116,42697,45175,46047,46485,43869,46602,47525,47425,47272,46433,46533,48193,46876,45411,45605,42928
2010,9,15,39097,37193,36183,35469,35591,36513,38077,39997,42469,45111,46012,46391,43572,46233,47035,46858,46958,46528,46975,47600,46457,45144,45813,43340
2010,9,16,39486,37549,36700,35732,35745,36370,37294,38396,39711,41848,42840,43151,41018,42383,42837,42052,41356,40487,41421,42721,42371,41792,42718,40595
2010,9,17,37305,35213,34011,33260,33130,33649,33791,33772,33561,34764,35821,36131,35755,36124,36258,36173,36335,36632,38087,39199,39204,38834,39688,38111
2010,9,18,34722,32891,32047,31557,31927,33216,35137,37464,40757,43680,44662,45026,42133,44617,45569,45604,45713,45357,46286,46980,45958,44956,45795,43555
2010,9,19,39461,37446,36377,35834,36045,37086,38579,39839,42234,44660,45448,45810,43219,45756,47096,47137,47135,46429,47155,48500,47262,45703,46045,43462
2010,9,20,39524,37446,36487,35796,35995,37085,38512,40148,42515,45163,46149,46616,43876,46634,47647,47357,47119,46260,46978,47810,46791,45570,45799,43306
2010,9,21,39349,37447,36518,35699,35970,36917,38475,40270,42994,45598,46660,47256,44710,47277,48212,48406,48262,47403,48118,49008,47652,46106,46002,43303
2010,9,22,39385,37514,36540,35987,35991,36963,38550,40231,42836,45728,46711,47324,44706,47503,48565,48322,48232,47314,48158,48835,47376,45810,46110,43921
2010,9,23,39758,37504,36374,35661,35686,36390,37276,37642,39719,42172,43217,43395,41339,42852,43185,42670,41836,40493,41560,43212,42692,41965,42632,40381
2010,9,24,36911,35148,34251,33447,33274,33850,34157,33948,34008,35119,36187,36516,36092,36822,36944,36834,36907,36852,38561,40233,39996,39565,40125,38026
2010,9,25,34714,32920,31987,31768,32150,33385,35354,37658,41170,44572,45723,46206,43625,45995,47047,46869,46980,46504,47639,48333,46993,45632,45803,43298
2010,9,26,39192,37250,36311,35693,35880,36909,38512,40112,42505,45178,46062,46397,43580,46216,47394,47392,47193,46407,47719,48468,46953,45947,45662,43374
2010,9,27,39578,37521,36479,35818,35924,36887,38424,40041,42459,45143,45972,46358,43899,46726,47660,47424,47388,46555,47913,48401,46999,45773,45914,43135
2010,9,28,39337,37335,36476,35889,36142,37174,38825,40270,42884,45332,46211,46263,43344,45793,46769,46662,46875,46780,48024,48458,47325,45798,46031,43525
2010,9,29,39794,37621,36589,35914,36084,37163,38638,40332,42624,45274,46256,46497,43744,46451,47323,47188,47102,46179,47398,47725,46592,45142,45419,42932
2010,9,30,39036,37162,36157,35518,35450,36422,37387,38169,39835,42061,43195,43453,41125,42790,43262,42546,41658,40777,42523,43256,42594,41958,42827,40755
2010,10,1,37095,35336,34279,33609,33664,34420,34566,34793,35240,36622,37773,38136,37281,38341,38508,38403,38294,38105,40363,41396,41114,40245,41028,38949
2010,10,2,35352,33494,32569,32064,32518,33894,35665,37608,40402,43197,44351,44966,42349,44676,45478,45207,44961,44397,45663,46204,45136,43888,44363,42096
2010,10,3,38427,36540,35297,34740,34814,35593,36346,36752,38351,40482,41438,41880,39983,41485,41928,41498,40823,39990,42226,43018,42615,42103,42598,40369
2010,10,4,36843,34926,33868,33120,33290,34233,35195,35747,36723,38363,39221,39545,38074,39090,39121,38474,37552,37085,39199,39944,39418,38852,39804,37701
2010,10,5,34557,32610,31228,30381,30045,30418,30254,29570,28706,29318,29935,30615,30581,30628,30504,30397,30218,30357,32325,32798,32181,31975,32911,31264
2010,10,6,29004,27171,26148,25643,25882,26804,27738,27480,25587,25050,25068,25139,25340,25469,25574,25718,25907,26423,28527,29593,29713,29874,31589,30397
2010,10,7,28365,26898,25857,25366,25546,26538,26848,26566,26045,26567,27212,27664,27982,28204,28293,28433,28668,29422,31989,33000,33081,33085,34247,32626
2010,10,8,29991,28334,27162,26688,26824,27657,28121,28173,28296,29475,30537,31121,31089,31648,31814,31992,32111,32840,35838,36763,36565,36208,36954,34995
2010,10,9,32172,30555,29427,29078,29563,31026,32854,35410,38362,42139,43447,43890,41679,43913,45074,45251,45209,44725,46431,46515,45500,44385,44942,42444
2010,10,10,38305,36297,35226,34546,34653,36018,37888,39556,41813,44753,45741,46000,43504,46009,46957,46861,46731,46411,48071,47920,46795,45528,45654,43208
2010,10,11,39260,37106,36081,35493,35528,36736,38637,40193,42628,45447,46298,46560,43660,46506,47427,47067,46576,46185,47502,47284,46540,45454,45880,43460
2010,10,12,39365,37380,36468,35890,36152,37448,39124,40524,42525,44891,45655,45912,42926,45512,46366,46258,46152,45877,47967,47912,46635,45575,46253,43977
2010,10,13,39923,37783,36704,36099,36453,37802,39512,40591,42205,44453,45145,45360,42424,44903,46129,46013,45912,45537,47578,47316,46212,45187,46434,44070
2010,10,14,40245,38233,37015,36343,36484,37504,38278,38284,39748,41959,42973,43194,40684,42154,42423,41851,40904,40204,42442,42712,42436,41972,43272,41217
2010,10,15,37618,35701,34512,33856,33950,34857,35296,34542,34055,34868,35814,36241,35692,36374,36611,36545,36568,37238,39846,40568,40257,39966,40654,38660
2010,10,16,35130,33202,32405,31877,32354,33921,36000,38089,41247,44106,45073,45616,42720,45504,46542,46417,46253,46147,48175,47837,46782,45796,45683,43325
